"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__5_ncl1_12.pk_gryffindorcommonroom_atlas_02_unlit_mat__5_ncl1_12","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__5_ncl1_11.pk_gryffindorcommonroom_atlas_02_unlit_mat__5_ncl1_11","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__5_ncl1_10.pk_gryffindorcommonroom_atlas_02_unlit_mat__5_ncl1_10","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__5_ncl1_1.pk_gryffindorcommonroom_atlas_02_unlit_mat__5_ncl1_1","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__5.pk_gryffindorcommonroom_atlas_02_unlit_mat__5","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_woodplanks_mat_ncl1_1.pk_gryffindorcommonroom_woodplanks_mat_ncl1_1","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0073_0_dds.Tex_0073_0_dds","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0072_1_dds_ncl1_1.Tex_0072_1_dds_ncl1_1","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0072_1_dds.Tex_0072_1_dds","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0052_0_dds_ncl1_1.Tex_0052_0_dds_ncl1_1","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_woodplanks_mat.pk_gryffindorcommonroom_woodplanks_mat","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_windows.pk_gryffindorcommonroom_windows","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_tapestries_mat.pk_gryffindorcommonroom_tapestries_mat","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_bulbglows_mat.pk_gryffindorcommonroom_bulbglows_mat","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__22.pk_gryffindorcommonroom_atlas_02_unlit_mat__22","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_godrays_mat.pk_gryffindorcommonroom_godrays_mat","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0052_0_dds.Tex_0052_0_dds","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0050_0_dds1.Tex_0050_0_dds1","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__2.pk_gryffindorcommonroom_atlas_02_unlit_mat__2","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_fake_lighting_mat.pk_gryffindorcommonroom_fake_lighting_mat","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0034_0_dds.Tex_0034_0_dds","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0032_0_dds.Tex_0032_0_dds","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/Tex_0031_1_dds.Tex_0031_1_dds","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_fireembers_mat.pk_gryffindorcommonroom_fireembers_mat","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__29.pk_gryffindorcommonroom_atlas_02_unlit_mat__29","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_brick_mat.pk_gryffindorcommonroom_brick_mat","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__31.pk_gryffindorcommonroom_atlas_02_unlit_mat__31","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__33.pk_gryffindorcommonroom_atlas_02_unlit_mat__33","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__32.pk_gryffindorcommonroom_atlas_02_unlit_mat__32","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_9.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_9","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_8.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_8","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_7.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_7","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_6.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_6","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_5.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_5","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_4.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_4","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_3.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_3","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_2.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_2","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_19.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_19","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_18.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_18","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_17.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_17","0","14","14","1","0.000000","0","14"
"/Game/objetos/map/grifindor/pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_16.pk_gryffindorcommonroom_atlas_02_unlit_mat__11_ncl1_16","0","14","14","1","0.000000","0","14"
"","0","1","0","1","0.000000","1","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Engine/BufferVisualization/BaseColor.BaseColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","54","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","20","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","0","116","2","0.000000","0","0"
